Customer Id,Customer Rating,Gender,0,F Quartile,Frequency of Visit,Last Day(s) of Visit,M Quartile,Number of Records,R Quartile,RFM Class,Spending Per Visit (RM),Total Spending (RM)
305273,Window Shoppers,Female,0,4,1,294,4,1,4,444,70,70
307189,Window Shoppers,Female,0,4,1,232,4,1,4,444,4.2,4.2
307314,Window Shoppers,Female,0,4,1,249,4,1,4,444,10.8,10.8
307316,Window Shoppers,Female,0,4,1,175,4,1,4,444,8,8
309865,Window Shoppers,Female,0,4,1,245,4,1,4,444,7,7
310560,Window Shoppers,Female,0,4,1,153,4,1,4,444,28,28
310711,Window Shoppers,Female,0,4,1,218,4,1,4,444,20,20
311285,Window Shoppers,Female,0,4,1,195,4,1,4,444,45.6,45.6
311397,Window Shoppers,Female,0,4,1,210,4,1,4,444,63,63
311503,Window Shoppers,Female,0,4,1,246,4,1,4,444,35.2,35.2
312570,Window Shoppers,Female,0,4,1,257,4,1,4,444,63,63
313952,Window Shoppers,Female,0,4,1,253,4,1,4,444,32.7,32.7
313975,Window Shoppers,Female,0,4,1,208,4,1,4,444,26.4,26.4
314404,Window Shoppers,Female,0,4,1,235,4,1,4,444,16.4,16.4
314905,Window Shoppers,Female,0,4,1,273,4,1,4,444,67,67
314986,Window Shoppers,Female,0,4,1,266,4,1,4,444,16.8,16.8
315302,Window Shoppers,Female,0,4,1,291,4,1,4,444,24,24
316876,Window Shoppers,Female,0,4,1,168,4,1,4,444,45.6,45.6
317068,Window Shoppers,Female,0,4,1,266,4,1,4,444,12,12
319182,Window Shoppers,Female,0,4,1,223,4,1,4,444,37,37
320417,Window Shoppers,Female,0,4,1,190,4,1,4,444,21.5,21.5
321222,Window Shoppers,Female,0,4,1,246,4,1,4,444,84,84
321651,Window Shoppers,Female,0,4,1,193,4,1,4,444,38,38
322131,Window Shoppers,Female,0,4,1,266,4,1,4,444,29,29
322444,Window Shoppers,Female,0,4,1,153,4,1,4,444,16,16
323533,Window Shoppers,Female,0,4,1,289,4,1,4,444,42,42
325015,Window Shoppers,Female,0,4,1,267,4,1,4,444,12.4,12.4
328694,Window Shoppers,Female,0,4,1,246,4,1,4,444,96,96
329408,Window Shoppers,Female,0,4,1,231,4,1,4,444,84,84
330295,Window Shoppers,Female,0,4,1,147,4,1,4,444,100,100
330686,Window Shoppers,Female,0,4,1,168,4,1,4,444,24.5,24.5
332089,Window Shoppers,Female,0,4,1,245,4,1,4,444,12,12
333602,Window Shoppers,Female,0,4,1,257,4,1,4,444,2.8,2.8
334450,Window Shoppers,Female,0,4,1,162,4,1,4,444,57,57
335657,Window Shoppers,Female,0,4,1,201,4,1,4,444,22.5,22.5
335824,Window Shoppers,Female,0,4,1,194,4,1,4,444,99,99
336280,Window Shoppers,Female,0,4,1,273,4,1,4,444,19.4,19.4
336650,Window Shoppers,Female,0,4,1,223,4,1,4,444,21,21
336919,Window Shoppers,Female,0,4,1,193,4,1,4,444,62.6,62.6
336920,Window Shoppers,Female,0,4,1,258,4,1,4,444,54,54
336938,Window Shoppers,Female,0,4,1,207,4,1,4,444,56,56
337353,Window Shoppers,Female,0,4,1,145,4,1,4,444,30,30
339536,Window Shoppers,Female,0,4,1,153,4,1,4,444,30,30
869372,Window Shoppers,Female,0,4,1,222,4,1,4,444,43.25,43.25
200024,Frequent Shopper,Female,0,1,19,0,2,1,1,112,39.5,750.5
200104,Frequent Shopper,Female,0,1,18,3,2,1,1,112,61.111111111,1100
200108,Frequent Shopper,Female,0,1,13,47,3,1,2,213,30.923076923,402
200265,Frequent Shopper,Female,0,1,18,3,2,1,1,112,57.783333333,1040.1
200278,Frequent Shopper,Female,0,1,17,31,2,1,2,212,107.732352941,1831.45
200327,Frequent Shopper,Female,0,1,14,3,2,1,1,112,78.414285714,1097.8
200352,Frequent Shopper,Female,0,1,11,12,2,1,1,112,72.090909091,793
200658,Frequent Shopper,Female,0,1,28,3,2,1,1,112,41.146428571,1152.1
200808,Frequent Shopper,Female,0,1,11,62,2,1,3,312,112.363636364,1236
200983,Frequent Shopper,Female,0,1,20,0,2,1,1,112,84.465,1689.3
201166,Frequent Shopper,Female,0,1,41,0,2,1,1,112,60.175609756,2467.2
201616,Frequent Shopper,Female,0,1,17,94,2,1,3,312,85.970588235,1461.5
201641,Frequent Shopper,Female,0,1,17,3,2,1,1,112,53.617647059,911.5
201646,Frequent Shopper,Female,0,1,12,3,2,1,1,112,173,2076
201651,Frequent Shopper,Female,0,1,15,3,2,1,1,112,75.166666667,1127.5
202225,Frequent Shopper,Female,0,1,12,21,2,1,2,212,55.158333333,661.9
202230,Frequent Shopper,Female,0,1,11,47,2,1,2,212,171.327272727,1884.6
202669,Frequent Shopper,Female,0,1,19,8,3,1,1,113,26.931578947,511.7
202670,Frequent Shopper,Female,0,1,13,21,1,1,2,211,277.384615385,3606
202854,Frequent Shopper,Female,0,1,11,0,2,1,1,112,54.090909091,595
203078,Frequent Shopper,Female,0,1,29,18,2,1,1,112,51.931034483,1506
203103,Frequent Shopper,Female,0,1,23,0,3,1,1,113,19.817391304,455.8
203703,Frequent Shopper,Female,0,1,21,3,2,1,1,112,67.547619048,1418.5
203874,Frequent Shopper,Female,0,1,19,3,2,1,1,112,94.763157895,1800.5
210604,Frequent Shopper,Female,0,1,44,35,1,1,2,211,436.659772727,19213.03
210628,Frequent Shopper,Female,0,1,22,35,1,1,2,211,929.481818182,20448.6
210630,Frequent Shopper,Female,0,1,37,35,1,1,2,211,1063.268648649,39340.94
210631,Frequent Shopper,Female,0,1,21,35,1,1,2,211,634.857142857,13332
210632,Frequent Shopper,Female,0,1,66,42,1,1,2,211,376.230757576,24831.23
230805,Frequent Shopper,Female,0,1,11,22,4,1,2,214,8.036363636,88.4
231387,Frequent Shopper,Female,0,1,17,41,2,1,2,212,92.623529412,1574.6
231604,Frequent Shopper,Female,0,1,11,8,2,1,1,112,139.390909091,1533.3
231619,Frequent Shopper,Female,0,1,15,43,2,1,2,212,130.206666667,1953.1
231639,Frequent Shopper,Female,0,1,13,31,3,1,2,213,21.246153846,276.2
231785,Frequent Shopper,Female,0,1,19,21,2,1,2,212,77.452631579,1471.6
232160,Frequent Shopper,Female,0,1,12,31,3,1,2,213,17.758333333,213.1
232161,Frequent Shopper,Female,0,1,15,49,2,1,2,212,109.866666667,1648
232265,Frequent Shopper,Female,0,1,19,12,2,1,1,112,124.9,2373.1
232284,Frequent Shopper,Female,0,1,17,0,2,1,1,112,50.970588235,866.5
232509,Frequent Shopper,Female,0,1,13,4,2,1,1,112,66.692307692,867
233123,Frequent Shopper,Female,0,1,21,49,1,1,2,211,286.838095238,6023.6
244456,Frequent Shopper,Female,0,1,14,26,2,1,2,212,66.141385714,925.9794
250191,Frequent Shopper,Female,0,1,11,119,2,1,3,312,78.267272727,860.94
250604,Frequent Shopper,Female,0,1,24,57,1,1,2,211,2233.029883333,53592.7172
253157,Frequent Shopper,Female,0,1,31,54,1,1,2,211,2323.016406452,72013.5086
255507,Frequent Shopper,Female,0,1,18,21,1,1,2,211,556.983127778,10025.6963
255515,Frequent Shopper,Female,0,1,27,34,1,1,2,211,331.815144444,8959.0089
255577,Frequent Shopper,Female,0,1,22,26,1,1,2,211,336.9903,7413.7866
255689,Frequent Shopper,Female,0,1,18,4,2,1,1,112,106.011111111,1908.2
262003,Frequent Shopper,Female,0,1,26,21,1,1,2,211,216.323076923,5624.4
262024,Frequent Shopper,Female,0,1,44,3,2,1,1,112,45.875,2018.5
262438,Frequent Shopper,Female,0,1,11,42,2,1,2,212,74.290909091,817.2
262465,Frequent Shopper,Female,0,1,19,21,1,1,2,211,223.447368421,4245.5
262477,Frequent Shopper,Female,0,1,45,1,2,1,1,112,59.560222222,2680.21
262999,Frequent Shopper,Female,0,1,81,0,2,1,1,112,27.474074074,2225.4
268006,Frequent Shopper,Female,0,1,12,4,2,1,1,112,85.533333333,1026.4
268008,Frequent Shopper,Female,0,1,39,25,1,1,2,211,109.720512821,4279.1
270001,Frequent Shopper,Female,0,1,34,46,1,1,2,211,689.483176471,23442.428
270005,Frequent Shopper,Female,0,1,33,35,1,1,2,211,994.844093939,32829.8551
270011,Frequent Shopper,Female,0,1,51,28,1,1,2,211,127.5385,6504.4635
270012,Frequent Shopper,Female,0,1,53,28,1,1,2,211,178.385807547,9454.4478
270027,Frequent Shopper,Female,0,1,31,27,1,1,2,211,250.797464516,7774.7214
270030,Frequent Shopper,Female,0,1,164,39,1,1,2,211,480.063109756,78730.35
270032,Frequent Shopper,Female,0,1,55,50,1,1,2,211,509.235347273,28007.9441
280055,Frequent Shopper,Female,0,1,15,46,1,1,2,211,576.862446667,8652.9367
280058,Frequent Shopper,Female,0,1,45,35,1,1,2,211,965.351553333,43440.8199
280285,Frequent Shopper,Female,0,1,34,25,1,1,2,211,1450.516432353,49317.5587
280442,Frequent Shopper,Female,0,1,18,46,1,1,2,211,244.322222222,4397.8
280548,Frequent Shopper,Female,0,1,12,4,2,1,1,112,98.333333333,1180
280576,Frequent Shopper,Female,0,1,11,5,2,1,1,112,50.786363636,558.65
280912,Frequent Shopper,Female,0,1,22,29,1,1,2,211,1006.171227273,22135.767
280914,Frequent Shopper,Female,0,1,23,20,2,1,1,112,98.495652174,2265.4
280915,Frequent Shopper,Female,0,1,70,25,1,1,2,211,957.948697143,67056.4088
280921,Frequent Shopper,Female,0,1,65,25,1,1,2,211,442.387687692,28755.1997
280939,Frequent Shopper,Female,0,1,14,27,1,1,2,211,523.926564286,7334.9719
280940,Frequent Shopper,Female,0,1,43,34,1,1,2,211,1631.914455814,70172.3216
280942,Frequent Shopper,Female,0,1,33,21,1,1,2,211,464.610875758,15332.1589
280949,Frequent Shopper,Female,0,1,59,35,1,1,2,211,448.827135593,26480.801
280950,Frequent Shopper,Female,0,1,56,21,1,1,2,211,631.883853571,35385.4958
280951,Frequent Shopper,Female,0,1,33,21,1,1,2,211,959.174669697,31652.7641
280953,Frequent Shopper,Female,0,1,27,21,1,1,2,211,499.552518519,13487.918
280954,Frequent Shopper,Female,0,1,13,35,1,1,2,211,434.641584615,5650.3406
280956,Frequent Shopper,Female,0,1,23,35,1,1,2,211,704.870247826,16212.0157
280959,Frequent Shopper,Female,0,1,56,42,1,1,2,211,743.621471429,41642.8024
282559,Frequent Shopper,Female,0,1,33,29,1,1,2,211,2891.946675758,95434.2403
283025,Frequent Shopper,Female,0,1,28,48,1,1,2,211,799.080207143,22374.2458
288601,Frequent Shopper,Female,0,1,14,19,2,1,1,112,169.185314286,2368.5944
289016,Frequent Shopper,Female,0,1,15,25,1,1,2,211,1932.518573333,28987.7786
300456,Frequent Shopper,Female,0,1,32,47,1,1,2,211,221.253125,7080.1
301425,Frequent Shopper,Female,0,1,18,18,2,1,1,112,112.35,2022.3
301814,Frequent Shopper,Female,0,1,26,21,1,1,2,211,1004.289130769,26111.5174
302576,Frequent Shopper,Female,0,1,14,55,1,1,2,211,526.247271429,7367.4618
302851,Frequent Shopper,Female,0,1,14,3,2,1,1,112,72.271428571,1011.8
304043,Frequent Shopper,Female,0,1,16,61,2,1,2,212,44.38125,710.1
306640,Frequent Shopper,Female,0,1,18,1,2,1,1,112,76.455555556,1376.2
308781,Frequent Shopper,Female,0,1,12,12,2,1,1,112,51.6,619.2
309386,Frequent Shopper,Female,0,1,11,21,2,1,2,212,91.672727273,1008.4
310063,Frequent Shopper,Female,0,1,11,42,2,1,2,212,131.996363636,1451.96
312459,Frequent Shopper,Female,0,1,23,31,1,1,2,211,172.586956522,3969.5
312775,Frequent Shopper,Female,0,1,20,11,2,1,1,112,77.705,1554.1
315169,Frequent Shopper,Female,0,1,14,5,2,1,1,112,169.021428571,2366.3
318333,Frequent Shopper,Female,0,1,12,31,2,1,2,212,49.366666667,592.4
318735,Frequent Shopper,Female,0,1,20,3,2,1,1,112,137.81,2756.2
319448,Frequent Shopper,Female,0,1,13,18,2,1,1,112,208.169230769,2706.2
319993,Frequent Shopper,Female,0,1,17,61,2,1,2,212,106.247058824,1806.2
321075,Frequent Shopper,Female,0,1,26,31,1,1,2,211,116.45,3027.7
321146,Frequent Shopper,Female,0,1,14,28,3,1,2,213,27.85,389.9
321713,Frequent Shopper,Female,0,1,17,94,2,1,3,312,158.217647059,2689.7
323523,Frequent Shopper,Female,0,1,11,46,2,1,2,212,86.763636364,954.4
324069,Frequent Shopper,Female,0,1,14,39,2,1,2,212,75.985714286,1063.8
325255,Frequent Shopper,Female,0,1,19,3,2,1,1,112,58.357894737,1108.8
326211,Frequent Shopper,Female,0,1,12,0,3,1,1,113,26.1,313.2
327299,Frequent Shopper,Female,0,1,11,63,2,1,3,312,88.8,976.8
328670,Frequent Shopper,Female,0,1,16,48,2,1,2,212,147.75,2364
329679,Frequent Shopper,Female,0,1,12,18,2,1,1,112,86,1032
329881,Frequent Shopper,Female,0,1,12,8,2,1,1,112,125.316666667,1503.8
331229,Frequent Shopper,Female,0,1,38,3,2,1,1,112,51.789473684,1968
333582,Frequent Shopper,Female,0,1,19,42,1,1,2,211,162.236842105,3082.5
334909,Frequent Shopper,Female,0,1,22,0,2,1,1,112,77.490909091,1704.8
335783,Frequent Shopper,Female,0,1,17,5,2,1,1,112,49.064705882,834.1
666099,Frequent Shopper,Female,0,1,22,53,1,1,2,211,218.430045455,4805.461
666237,Frequent Shopper,Female,0,1,14,26,2,1,2,212,47.232857143,661.26
666529,Frequent Shopper,Female,0,1,14,209,2,1,4,412,80.857142857,1132
666532,Frequent Shopper,Female,0,1,23,26,1,1,2,211,344.368852174,7920.4836
666554,Frequent Shopper,Female,0,1,12,50,1,1,2,211,335.117283333,4021.4074
666556,Frequent Shopper,Female,0,1,11,27,1,1,2,211,717.870054545,7896.5706
666557,Frequent Shopper,Female,0,1,14,25,1,1,2,211,6073.740485714,85032.3668
666568,Frequent Shopper,Female,0,1,52,29,1,1,2,211,75.175888462,3909.1462
869003,Frequent Shopper,Female,0,1,40,28,1,1,2,211,241.57042,9662.8168
200286,Premium Shoppers,Female,0,1,21,3,1,1,1,111,394.761904762,8290
200320,Premium Shoppers,Female,0,1,15,0,1,1,1,111,184.88,2773.2
201506,Premium Shoppers,Female,0,1,30,16,1,1,1,111,194.05,5821.5
202223,Premium Shoppers,Female,0,1,49,0,1,1,1,111,97.561224490,4780.5
202864,Premium Shoppers,Female,0,1,15,18,1,1,1,111,207.293333333,3109.4
203084,Premium Shoppers,Female,0,1,32,3,1,1,1,111,260.465625,8334.9
210600,Premium Shoppers,Female,0,1,260,0,1,1,1,111,615.340576923,159988.55
210601,Premium Shoppers,Female,0,1,69,7,1,1,1,111,364.696231884,25164.04
210602,Premium Shoppers,Female,0,1,102,6,1,1,1,111,495.804901961,50572.1
210606,Premium Shoppers,Female,0,1,254,0,1,1,1,111,710.607283465,180494.25
210633,Premium Shoppers,Female,0,1,61,6,1,1,1,111,460.903278689,28115.1
210636,Premium Shoppers,Female,0,1,31,6,1,1,1,111,375.516774194,11641.02
210670,Premium Shoppers,Female,0,1,44,11,1,1,1,111,419.8052,18471.4288
210726,Premium Shoppers,Female,0,1,315,0,1,1,1,111,1128.010381905,355323.2703
210802,Premium Shoppers,Female,0,1,134,4,1,1,1,111,289.790373134,38831.91
230062,Premium Shoppers,Female,0,1,36,11,1,1,1,111,90.169444444,3246.1
230103,Premium Shoppers,Female,0,1,44,4,1,1,1,111,132.297727273,5821.1
230319,Premium Shoppers,Female,0,1,22,14,1,1,1,111,186.881818182,4111.4
230489,Premium Shoppers,Female,0,1,14,6,1,1,1,111,669.785714286,9377
230767,Premium Shoppers,Female,0,1,184,0,1,1,1,111,168.521467391,31007.95
230787,Premium Shoppers,Female,0,1,85,0,1,1,1,111,101.06,8590.1
231757,Premium Shoppers,Female,0,1,87,0,1,1,1,111,509.252873563,44305
232693,Premium Shoppers,Female,0,1,116,0,1,1,1,111,212.434482759,24642.4
232696,Premium Shoppers,Female,0,1,20,11,1,1,1,111,210.83,4216.6
232854,Premium Shoppers,Female,0,1,23,12,1,1,1,111,131.328695652,3020.56
232878,Premium Shoppers,Female,0,1,326,4,1,1,1,111,97.755981595,31868.45
232970,Premium Shoppers,Female,0,1,49,0,1,1,1,111,91.510204082,4484
233004,Premium Shoppers,Female,0,1,119,0,1,1,1,111,94.164705882,11205.6
233570,Premium Shoppers,Female,0,1,187,0,1,1,1,111,126.140641711,23588.3
233616,Premium Shoppers,Female,0,1,43,0,1,1,1,111,91.506976744,3934.8
233671,Premium Shoppers,Female,0,1,37,19,1,1,1,111,107.464864865,3976.2
242034,Premium Shoppers,Female,0,1,158,5,1,1,1,111,1432.783672152,226379.8202
242045,Premium Shoppers,Female,0,1,221,15,1,1,1,111,1210.033981900,267417.51
244446,Premium Shoppers,Female,0,1,116,20,1,1,1,111,242.187056897,28093.6986
244467,Premium Shoppers,Female,0,1,144,8,1,1,1,111,325.352222222,46850.72
250254,Premium Shoppers,Female,0,1,91,5,1,1,1,111,1072.917252747,97635.47
250454,Premium Shoppers,Female,0,1,11,18,1,1,1,111,5273.537090909,58008.908
250457,Premium Shoppers,Female,0,1,20,15,1,1,1,111,5161.15899,103223.1798
250603,Premium Shoppers,Female,0,1,35,14,1,1,1,111,2292.337168571,80231.8009
252682,Premium Shoppers,Female,0,1,20,0,1,1,1,111,1840.93116,36818.6232
253155,Premium Shoppers,Female,0,1,16,14,1,1,1,111,1306.14178125,20898.2685
255506,Premium Shoppers,Female,0,1,40,15,1,1,1,111,583.03664,23321.4656
255511,Premium Shoppers,Female,0,1,17,11,1,1,1,111,510.775317647,8683.1804
255555,Premium Shoppers,Female,0,1,12,20,1,1,1,111,903.821766667,10845.8612
255584,Premium Shoppers,Female,0,1,37,5,1,1,1,111,619.287740541,22913.6464
262008,Premium Shoppers,Female,0,1,44,0,1,1,1,111,139.770454545,6149.9
262012,Premium Shoppers,Female,0,1,36,20,1,1,1,111,202.5,7290
262023,Premium Shoppers,Female,0,1,149,1,1,1,1,111,51.717449664,7705.9
262025,Premium Shoppers,Female,0,1,216,0,1,1,1,111,90.9875,19653.3
262029,Premium Shoppers,Female,0,1,66,8,1,1,1,111,150.669696970,9944.2
262128,Premium Shoppers,Female,0,1,73,11,1,1,1,111,92.952054795,6785.5
262147,Premium Shoppers,Female,0,1,36,7,1,1,1,111,1097.609294444,39513.9346
262161,Premium Shoppers,Female,0,1,51,5,1,1,1,111,177.220709804,9038.2562
262173,Premium Shoppers,Female,0,1,130,6,1,1,1,111,42.500076923,5525.01
262462,Premium Shoppers,Female,0,1,18,12,1,1,1,111,483.511111111,8703.2
262463,Premium Shoppers,Female,0,1,24,8,1,1,1,111,283.516666667,6804.4
262500,Premium Shoppers,Female,0,1,20,8,1,1,1,111,149.165,2983.3
267001,Premium Shoppers,Female,0,1,15,1,1,1,1,111,194.760666667,2921.41
268012,Premium Shoppers,Female,0,1,19,4,1,1,1,111,187.873684211,3569.6
270000,Premium Shoppers,Female,0,1,229,7,1,1,1,111,772.939159825,177003.0676
270006,Premium Shoppers,Female,0,1,13,4,1,1,1,111,915.046153846,11895.6
270019,Premium Shoppers,Female,0,1,155,0,1,1,1,111,1191.748387097,184721
270023,Premium Shoppers,Female,0,1,57,14,1,1,1,111,263.587901754,15024.5104
270024,Premium Shoppers,Female,0,1,335,14,1,1,1,111,300.254044179,100585.1048
270025,Premium Shoppers,Female,0,1,138,0,1,1,1,111,412.124126812,56873.1295
270026,Premium Shoppers,Female,0,1,50,4,1,1,1,111,183.635764,9181.7882
270031,Premium Shoppers,Female,0,1,11,6,1,1,1,111,639.423172727,7033.6549
270033,Premium Shoppers,Female,0,1,242,0,1,1,1,111,147.642933884,35729.59
280001,Premium Shoppers,Female,0,1,25,0,1,1,1,111,1637.260584,40931.5146
280056,Premium Shoppers,Female,0,1,85,4,1,1,1,111,788.837524706,67051.1896
280057,Premium Shoppers,Female,0,1,118,5,1,1,1,111,809.390636441,95508.0951
280059,Premium Shoppers,Female,0,1,138,5,1,1,1,111,593.435365217,81894.0804
280061,Premium Shoppers,Female,0,1,42,11,1,1,1,111,956.937676190,40191.3824
280133,Premium Shoppers,Female,0,1,38,6,1,1,1,111,95.702631579,3636.7
280359,Premium Shoppers,Female,0,1,21,11,1,1,1,111,209.723809524,4404.2
280512,Premium Shoppers,Female,0,1,44,7,1,1,1,111,314.815909091,13851.9
280515,Premium Shoppers,Female,0,1,22,11,1,1,1,111,264.872727273,5827.2
280913,Premium Shoppers,Female,0,1,198,12,1,1,1,111,169.710883333,33602.7549
280918,Premium Shoppers,Female,0,1,102,18,1,1,1,111,261.300392157,26652.64
280937,Premium Shoppers,Female,0,1,21,6,1,1,1,111,168.458657143,3537.6318
282431,Premium Shoppers,Female,0,1,15,14,1,1,1,111,218.62736,3279.4104
282433,Premium Shoppers,Female,0,1,13,14,1,1,1,111,325.446153846,4230.8
282520,Premium Shoppers,Female,0,1,41,18,1,1,1,111,1204.759092683,49395.1228
282522,Premium Shoppers,Female,0,1,25,5,1,1,1,111,1248.301828,31207.5457
283027,Premium Shoppers,Female,0,1,12,6,1,1,1,111,445.046325,5340.5559
300537,Premium Shoppers,Female,0,1,13,19,1,1,1,111,213.146153846,2770.9
300594,Premium Shoppers,Female,0,1,77,0,1,1,1,111,96.364935065,7420.1
301472,Premium Shoppers,Female,0,1,34,0,1,1,1,111,100.555882353,3418.9
302178,Premium Shoppers,Female,0,1,60,0,1,1,1,111,239.79,14387.4
302446,Premium Shoppers,Female,0,1,110,0,1,1,1,111,121.092727273,13320.2
306314,Premium Shoppers,Female,0,1,12,6,1,1,1,111,12514.181666667,150170.18
309321,Premium Shoppers,Female,0,1,17,0,1,1,1,111,375.558823529,6384.5
311385,Premium Shoppers,Female,0,1,13,11,1,1,1,111,510,6630
316528,Premium Shoppers,Female,0,1,20,7,1,1,1,111,141.2195,2824.39
316747,Premium Shoppers,Female,0,1,31,4,1,1,1,111,157.319354839,4876.9
232037,Potential Lost,Male,0,1,12,70,1,1,3,311,392.691666667,4712.3
250169,Potential Lost,Male,0,1,67,119,1,1,3,311,987.692089552,66175.37
250255,Potential Lost,Male,0,1,150,113,1,1,3,311,1211.1224,181668.36
250260,Potential Lost,Male,0,1,43,118,1,1,3,311,794.197906977,34150.51
252286,Potential Lost,Male,0,1,21,125,1,1,3,311,577.420295238,12125.8262
252287,Potential Lost,Male,0,1,15,117,1,1,3,311,664.125593333,9961.8839
253153,Potential Lost,Male,0,1,16,118,1,1,3,311,2390.975925,38255.6148
253160,Potential Lost,Male,0,1,21,120,1,1,3,311,2706.813857143,56843.091
255505,Potential Lost,Male,0,1,16,98,1,1,3,311,356.33875,5701.42
255573,Potential Lost,Male,0,1,25,74,1,1,3,311,679.8576,16996.44
255581,Potential Lost,Male,0,1,25,63,1,1,3,311,270.778984,6769.4746
255585,Potential Lost,Male,0,1,11,76,1,1,3,311,254.927290909,2804.2002
262033,Potential Lost,Male,0,1,17,68,1,1,3,311,230.067641176,3911.1499
275001,Potential Lost,Male,0,1,34,111,1,1,3,311,314.356858824,10688.1332
869022,Potential Lost,Male,0,1,11,76,1,1,3,311,816.000590909,8976.0065
869366,Potential Lost,Male,0,1,12,99,1,1,3,311,321.1534,3853.8408
